JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460244.82896,11.130,0.057,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.548|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.033|KMAGSTD=9.149|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.052,0,1.886,Z,,9.149,,IY CEP,AAVSO,STD,0,,,
2460244.83034,14.326,0.107,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.458|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.985|KMAGSTD=9.796|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.454,0,1.900,Z,,9.796,,IY CEP,AAVSO,STD,0,,,
2460244.83154,12.878,0.061,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.860|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.353|KMAGSTD=9.522|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.997,0,1.914,Z,,9.522,,IY CEP,AAVSO,STD,0,,,
2460244.83264,12.029,0.051,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.676|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.377|KMAGSTD=9.341|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.689,0,1.926,Z,,9.341,,IY CEP,AAVSO,STD,0,,,
2460244.83376,11.192,0.059,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.542|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.017|KMAGSTD=9.159|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.984,0,1.938,Z,,9.159,,IY CEP,AAVSO,STD,0,,,
2460244.83514,14.123,0.093,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.425|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.960|KMAGSTD=9.787|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.624,0,1.953,Z,,9.787,,IY CEP,AAVSO,STD,0,,,
2460244.83634,12.874,0.061,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.888|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.394|KMAGSTD=9.509|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.029,0,1.968,Z,,9.509,,IY CEP,AAVSO,STD,0,,,
2460244.83747,11.979,0.049,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.671|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.335|KMAGSTD=9.378|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.734,0,1.981,Z,,9.378,,IY CEP,AAVSO,STD,0,,,
2460244.83861,11.186,0.058,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.569|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.032|KMAGSTD=9.170|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-6.016,0,1.994,Z,,9.170,,IY CEP,AAVSO,STD,0,,,
2460249.80750,14.182,0.093,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.547|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.087|KMAGSTD=9.783|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.688,0,1.807,Z,,9.783,,IY CEP,AAVSO,STD,0,,,
2460249.80872,12.826,0.058,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.866|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.370|KMAGSTD=9.510|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.054,0,1.819,Z,,9.510,,IY CEP,AAVSO,STD,0,,,
2460249.80980,11.996,0.047,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.660|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.330|KMAGSTD=9.373|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.706,0,1.830,Z,,9.373,,IY CEP,AAVSO,STD,0,,,
2460249.81094,11.192,0.061,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.488|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.988|KMAGSTD=9.133|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.930,0,1.841,Z,,9.133,,IY CEP,AAVSO,STD,0,,,
2460249.81233,14.099,0.088,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.524|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.058|KMAGSTD=9.788|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.747,0,1.855,Z,,9.788,,IY CEP,AAVSO,STD,0,,,
2460249.81354,12.799,0.056,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.902|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.410|KMAGSTD=9.507|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.118,0,1.868,Z,,9.507,,IY CEP,AAVSO,STD,0,,,
2460249.81464,11.984,0.047,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.705|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.408|KMAGSTD=9.339|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.763,0,1.879,Z,,9.339,,IY CEP,AAVSO,STD,0,,,
2460249.81578,11.180,0.062,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.417|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.951|KMAGSTD=9.100|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.871,0,1.891,Z,,9.100,,IY CEP,AAVSO,STD,0,,,
2460249.81715,13.987,0.085,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.507|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.045|KMAGSTD=9.785|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.843,0,1.905,Z,,9.785,,IY CEP,AAVSO,STD,0,,,
2460249.81837,12.853,0.059,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.898|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.399|KMAGSTD=9.514|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.060,0,1.919,Z,,9.514,,IY CEP,AAVSO,STD,0,,,
2460249.81948,12.024,0.049,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.643|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.338|KMAGSTD=9.347|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.662,0,1.931,Z,,9.347,,IY CEP,AAVSO,STD,0,,,
2460249.82063,11.181,0.060,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.506|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.974|KMAGSTD=9.166|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.960,0,1.944,Z,,9.166,,IY CEP,AAVSO,STD,0,,,
2460250.61471,14.387,0.083,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.711|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.271|KMAGSTD=9.763|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.647,0,1.109,Z,,9.763,,IY CEP,AAVSO,STD,0,,,
2460250.61594,12.996,0.057,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.999|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.506|KMAGSTD=9.508|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.018,0,1.110,Z,,9.508,,IY CEP,AAVSO,STD,0,,,
2460250.61706,12.099,0.048,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.743|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.432|KMAGSTD=9.353|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.686,0,1.110,Z,,9.353,,IY CEP,AAVSO,STD,0,,,
2460250.61821,11.284,0.061,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.494|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.967|KMAGSTD=9.160|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.844,0,1.111,Z,,9.160,,IY CEP,AAVSO,STD,0,,,
2460250.61962,14.594,0.097,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.730|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.272|KMAGSTD=9.782|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.459,0,1.111,Z,,9.782,,IY CEP,AAVSO,STD,0,,,
2460250.62083,12.893,0.055,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-9.006|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.521|KMAGSTD=9.500|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.128,0,1.112,Z,,9.500,,IY CEP,AAVSO,STD,0,,,
2460250.62194,12.183,0.050,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.731|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.424|KMAGSTD=9.349|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.590,0,1.113,Z,,9.349,,IY CEP,AAVSO,STD,0,,,
2460250.62309,11.275,0.062,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.467|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.989|KMAGSTD=9.112|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.826,0,1.113,Z,,9.112,,IY CEP,AAVSO,STD,0,,,
2460250.62448,14.462,0.092,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.736|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.293|KMAGSTD=9.766|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.597,0,1.114,Z,,9.766,,IY CEP,AAVSO,STD,0,,,
2460250.62571,12.992,0.058,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-9.006|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.530|KMAGSTD=9.491|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.029,0,1.115,Z,,9.491,,IY CEP,AAVSO,STD,0,,,
2460250.62682,12.103,0.048,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.745|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.458|KMAGSTD=9.330|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.685,0,1.115,Z,,9.330,,IY CEP,AAVSO,STD,0,,,
2460250.62796,11.291,0.064,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.452|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.963|KMAGSTD=9.123|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.795,0,1.116,Z,,9.123,,IY CEP,AAVSO,STD,0,,,
2460251.61640,14.556,0.093,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.749|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.294|KMAGSTD=9.778|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.515,0,1.111,Z,,9.778,,IY CEP,AAVSO,STD,0,,,
2460251.61762,13.034,0.059,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-9.021|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.500|KMAGSTD=9.536|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-6.001,0,1.112,Z,,9.536,,IY CEP,AAVSO,STD,0,,,
2460251.61872,12.301,0.053,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.698|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.395|KMAGSTD=9.345|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.440,0,1.112,Z,,9.345,,IY CEP,AAVSO,STD,0,,,
2460251.61986,11.424,0.066,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.509|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.002|KMAGSTD=9.141|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.720,0,1.113,Z,,9.141,,IY CEP,AAVSO,STD,0,,,
2460251.62126,14.430,0.088,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.750|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.283|KMAGSTD=9.790|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.643,0,1.114,Z,,9.790,,IY CEP,AAVSO,STD,0,,,
2460251.62247,13.061,0.060,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-9.026|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.526|KMAGSTD=9.514|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.980,0,1.114,Z,,9.514,,IY CEP,AAVSO,STD,0,,,
2460251.62358,12.226,0.051,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.739|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.438|KMAGSTD=9.343|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.555,0,1.115,Z,,9.343,,IY CEP,AAVSO,STD,0,,,
2460251.62472,11.365,0.065,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.564|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.033|KMAGSTD=9.165|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.834,0,1.116,Z,,9.165,,IY CEP,AAVSO,STD,0,,,
2460251.62611,14.534,0.092,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.769|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.279|KMAGSTD=9.812|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|VMAGINS=-4.557,0,1.117,Z,,9.812,,IY CEP,AAVSO,STD,0,,,
2460251.62733,13.084,0.060,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-9.031|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.546|KMAGSTD=9.500|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|VMAGINS=-5.962,0,1.118,Z,,9.500,,IY CEP,AAVSO,STD,0,,,
2460251.62844,12.247,0.051,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.740|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-9.421|KMAGSTD=9.361|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|VMAGINS=-6.535,0,1.118,Z,,9.361,,IY CEP,AAVSO,STD,0,,,
2460251.62957,11.396,0.066,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.517|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.004|KMAGSTD=9.148|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|VMAGINS=-5.755,0,1.119,Z,,9.148,,IY CEP,AAVSO,STD,0,,,
2460278.73049,13.923,0.136,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.550|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.120|KMAGSTD=9.752|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-3.949,0,1.826,Z,,9.752,,IY CEP,AAVSO,STD,0,,,
2460278.73176,12.938,0.089,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.265|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.763|KMAGSTD=9.517|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.342,0,1.841,Z,,9.517,,IY CEP,AAVSO,STD,0,,,
2460278.73285,12.002,0.071,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-7.003|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.701|KMAGSTD=9.344|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-6.043,0,1.852,Z,,9.344,,IY CEP,AAVSO,STD,0,,,
2460278.73398,11.272,0.089,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-6.918|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.392|KMAGSTD=9.160|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.281,0,1.863,Z,,9.160,,IY CEP,AAVSO,STD,0,,,
2460278.73536,14.409,0.170,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.761|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.284|KMAGSTD=9.799|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-3.675,0,1.877,Z,,9.799,,IY CEP,AAVSO,STD,0,,,
2460278.73655,12.925,0.091,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.199|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.677|KMAGSTD=9.537|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.289,0,1.890,Z,,9.537,,IY CEP,AAVSO,STD,0,,,
2460278.73763,12.025,0.073,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-6.984|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.649|KMAGSTD=9.377|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-6.001,0,1.902,Z,,9.377,,IY CEP,AAVSO,STD,0,,,
2460278.73876,11.187,0.089,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-6.862|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.367|KMAGSTD=9.130|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.310,0,1.914,Z,,9.130,,IY CEP,AAVSO,STD,0,,,
2460283.72977,13.917,0.127,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.423|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.979|KMAGSTD=9.767|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-3.829,0,1.963,Z,,9.767,,IY CEP,AAVSO,STD,0,,,
2460283.73104,12.728,0.080,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.147|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.661|KMAGSTD=9.500|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.433,0,1.981,Z,,9.500,,IY CEP,AAVSO,STD,0,,,
2460283.73212,11.926,0.068,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-6.918|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.585|KMAGSTD=9.376|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-6.035,0,1.994,Z,,9.376,,IY CEP,AAVSO,STD,0,,,
2460283.73325,11.160,0.086,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-6.811|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.345|KMAGSTD=9.100|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.285,0,2.008,Z,,9.100,,IY CEP,AAVSO,STD,0,,,
2460283.73463,14.150,0.131,,B,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-7.703|CRA=332.07159|CREFMAG=10.323|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.252|KMAGSTD=9.774|KRA=331.98615|KREFERR=0.057|KREFMAG=9.765|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-3.876,0,2.024,Z,,9.774,,IY CEP,AAVSO,STD,0,,,
2460283.73583,12.884,0.088,,V,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-8.124|CRA=332.07159|CREFMAG=10.015|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.605|KMAGSTD=9.534|KRA=331.98615|KREFERR=0.037|KREFMAG=9.502|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.255,0,2.039,Z,,9.534,,IY CEP,AAVSO,STD,0,,,
2460283.73692,11.954,0.069,,R,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.74823|CMAGINS=-6.904|CRA=332.29737|CREFMAG=11.042|ENSTYPE=1|KDEC=55.90604|KMAGINS=-8.595|KMAGSTD=9.351|KRA=331.98615|KREFMAG=0.000|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.992,0,2.053,Z,,9.351,,IY CEP,AAVSO,STD,0,,,
2460283.73806,11.133,0.086,,I,PEX,,ENSEMBLE,95,X28117QT,|CDEC=55.77184|CMAGINS=-6.745|CRA=332.07159|CREFMAG=9.634|ENSTYPE=1|KDEC=55.90604|KMAGINS=-7.223|KMAGSTD=9.157|KRA=331.98615|KREFERR=0.054|KREFMAG=8.923|OBSERVAT=BSM_TX|PROJNAME=AAVSO_P101_DOWHOS_AUTO|VMAGINS=-5.247,0,2.067,Z,,9.157,,IY CEP,AAVSO,STD,0,,,
