JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454804.64297,13.129,0.005,,V,MQE,,116,,081208,GRAS-G4,0,1.210,Z,11.619,,,IY CEP,,STD,,,,
2454821.64509,13.140,0.008,,V,MQE,,104,,081223,GRAS-G4,0,1.371,Z,10.399,,,IY CEP,,STD,,,,
2454829.66042,12.717,0.006,,V,MQE,,113_1,,090106,GRAS-G4,0,1.551,Z,11.275,,,IY CEP,,STD,,,,
2454848.61020,13.087,0.018,,V,MQE,,ENSEMBLE,107,090122,GRAS-G4,0,1.561,Z,,10.848,,IY CEP,,STD,,,,
2454857.59334,12.634,0.012,,V,MQE,,ENSEMBLE,122,090205,GRAS-G4,0,1.608,Z,,12.187,,IY CEP,,STD,,,,
2454914.99421,12.616,0.010,,V,MQE,,ENSEMBLE,122,090325,GRAS-G4,0,1.929,Z,,12.203,,IY CEP,,STD,,,,
2454934.93448,12.935,0.048,,V,MQE,,ENSEMBLE,107,090415,GRAS-G4,0,1.979,Z,,10.873,,IY CEP,,STD,,,,
2454942.94418,12.820,0.004,,V,MQE,,ENSEMBLE,139,100224,,0,1.778,Z,,14.007,,IY CEP,,STD,,,,
2454950.93910,13.208,0.006,,V,MQE,,ENSEMBLE,139,100224,,0,1.623,Z,,14.019,,IY CEP,,STD,,,,
2454958.92623,12.632,0.005,,V,MQE,,ENSEMBLE,139,100224,,0,1.553,Z,,13.999,,IY CEP,,STD,,,,
2454990.81113,13.260,0.011,,V,MQE,,ENSEMBLE,139,100224,,0,1.776,Z,,14.028,,IY CEP,,STD,,,,
2454995.88375,13.120,0.033,,V,MQE,,ENSEMBLE,139,100611,,0,1.302,Z,,14.098,,IY CEP,,STD,,,,
2455036.91774,13.028,0.005,,V,MQE,,ENSEMBLE,139,100224,,0,1.037,Z,,13.941,,IY CEP,,STD,,,,
2455060.67801,12.593,0.004,,V,MQE,,ENSEMBLE,139,100224,,0,1.288,Z,,13.983,,IY CEP,,STD,,,,
2455073.62646,12.927,0.007,,V,MQE,,ENSEMBLE,139,100224,,0,1.352,Z,,14.039,,IY CEP,,STD,,,,
2455153.70506,13.041,0.006,,V,MQE,,ENSEMBLE,139,100224,,0,1.323,Z,,14.006,,IY CEP,,STD,,,,
2455161.66182,12.871,0.005,,V,MQE,,ENSEMBLE,139,100224,,0,1.246,Z,,14.001,,IY CEP,,STD,,,,
2455203.62024,12.928,0.005,,V,MQE,,ENSEMBLE,139,100224,,0,1.603,Z,,14.042,,IY CEP,,STD,,,,
2455297.93748,12.106,0.005,,V,MQE,,ENSEMBLE,139,100611,,0,1.851,Z,,13.894,,IY CEP,,STD,,,,
2455323.86682,12.601,0.008,,V,MQE,,ENSEMBLE,139,100611,,0,1.848,Z,,13.894,,IY CEP,,STD,,,,
2455332.88380,12.691,0.004,,V,MQE,,ENSEMBLE,139,100611,,0,1.522,Z,,13.982,,IY CEP,,STD,,,,
2455339.86619,12.934,0.004,,V,MQE,,ENSEMBLE,139,100611,,0,1.513,Z,,13.979,,IY CEP,,STD,,,,
2455358.84745,13.202,0.005,,V,MQE,,ENSEMBLE,139,100611,,0,1.343,Z,,13.948,,IY CEP,,STD,,,,
2455365.85399,12.572,0.012,,V,MQE,,ENSEMBLE,113,100718,,0,1.249,Z,,11.254,,IY CEP,AAVSO,STD,,,,
2456464.91317,12.884,0.132,,V,SRIC,,ENSEMBLE,110,12067APN,,1,1.057,Z,,11.099,,IY CEP,AAVSO,STD,,,,
2456464.91384,11.076,0.114,,I,SRIC,,ENSEMBLE,110,12067APN,,1,1.056,Z,,10.459,,IY CEP,AAVSO,STD,,,,
2456464.91530,14.276,0.081,,B,SRIC,,ENSEMBLE,110,12067APN,,1,1.055,Z,,11.578,,IY CEP,AAVSO,STD,,,,
2456536.74174,14.186,0.047,,B,SRIC,,ENSEMBLE,110,12067APN,,1,1.032,Z,,11.569,,IY CEP,AAVSO,STD,,,,
2456536.74301,12.882,0.059,,V,SRIC,,ENSEMBLE,110,12067APN,,1,1.031,Z,,11.054,,IY CEP,AAVSO,STD,,,,
2456536.74367,11.895,0.023,,R,SRIC,,ENSEMBLE,110,12067APN,,1,1.030,Z,,10.701,,IY CEP,AAVSO,STD,,,,
2456536.74406,11.139,0.064,,I,SRIC,,ENSEMBLE,110,12067APN,,1,1.030,Z,,10.459,,IY CEP,AAVSO,STD,,,,
2456904.83221,12.501,0.027,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.323,Z,,10.399,,IY CEP,AAVSO,STD,0,,,
2456904.83288,11.756,0.017,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.321,Z,,10.228,,IY CEP,AAVSO,STD,0,,,
2456904.83348,10.931,0.020,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.320,Z,,9.962,,IY CEP,AAVSO,STD,0,,,
2456904.83547,12.526,0.031,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.315,Z,,10.332,,IY CEP,AAVSO,STD,0,,,
2456904.83615,11.716,0.016,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.314,Z,,10.212,,IY CEP,AAVSO,STD,0,,,
2456904.83675,10.988,0.024,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.312,Z,,10.073,,IY CEP,AAVSO,STD,0,,,
2456904.83941,11.754,0.015,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.307,Z,,10.198,,IY CEP,AAVSO,STD,0,,,
2456904.84001,11.009,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.305,Z,,10.037,,IY CEP,AAVSO,STD,0,,,
2456905.80934,12.593,0.030,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.381,Z,,10.379,,IY CEP,AAVSO,STD,0,,,
2456905.81000,11.813,0.018,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.379,Z,,10.245,,IY CEP,AAVSO,STD,0,,,
2456905.81060,11.022,0.021,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.377,Z,,10.023,,IY CEP,AAVSO,STD,0,,,
2456905.81260,12.666,0.030,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.370,Z,,10.413,,IY CEP,AAVSO,STD,0,,,
2456905.81325,11.786,0.016,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.369,Z,,10.155,,IY CEP,AAVSO,STD,0,,,
2456905.81385,11.073,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.367,Z,,9.992,,IY CEP,AAVSO,STD,0,,,
2456905.81586,12.698,0.037,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.360,Z,,10.365,,IY CEP,AAVSO,STD,0,,,
2456905.81652,11.795,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.359,Z,,10.259,,IY CEP,AAVSO,STD,0,,,
2456905.81712,10.925,0.021,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.357,Z,,9.959,,IY CEP,AAVSO,STD,0,,,
2456912.75612,11.938,0.018,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.529,Z,,10.275,,IY CEP,AAVSO,STD,0,,,
2456912.75672,11.140,0.028,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.526,Z,,9.923,,IY CEP,AAVSO,STD,0,,,
2456912.75873,12.902,0.035,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.515,Z,,10.409,,IY CEP,AAVSO,STD,0,,,
2456912.75939,11.948,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.512,Z,,10.154,,IY CEP,AAVSO,STD,0,,,
2456912.75999,11.142,0.026,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.509,Z,,9.986,,IY CEP,AAVSO,STD,0,,,
2456912.76199,12.995,0.038,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.498,Z,,10.365,,IY CEP,AAVSO,STD,0,,,
2456912.76265,11.993,0.021,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.495,Z,,10.227,,IY CEP,AAVSO,STD,0,,,
2456912.76325,11.062,0.028,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.492,Z,,9.909,,IY CEP,AAVSO,STD,0,,,
2456913.82207,13.149,0.042,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.291,Z,,10.421,,IY CEP,AAVSO,STD,0,,,
2456913.82274,12.164,0.021,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.290,Z,,10.216,,IY CEP,AAVSO,STD,0,,,
2456913.82334,11.270,0.027,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.289,Z,,10.049,,IY CEP,AAVSO,STD,0,,,
2456913.82534,13.041,0.037,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.286,Z,,10.391,,IY CEP,AAVSO,STD,0,,,
2456913.82600,12.102,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.284,Z,,10.243,,IY CEP,AAVSO,STD,0,,,
2456913.82660,11.259,0.032,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.283,Z,,9.976,,IY CEP,AAVSO,STD,0,,,
2456913.82859,13.061,0.041,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.280,Z,,10.367,,IY CEP,AAVSO,STD,0,,,
2456913.82925,12.195,0.021,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.279,Z,,10.293,,IY CEP,AAVSO,STD,0,,,
2456913.82984,11.325,0.030,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.278,Z,,9.999,,IY CEP,AAVSO,STD,0,,,
2456916.81841,12.606,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.284,Z,,10.408,,IY CEP,AAVSO,STD,0,,,
2456916.81907,11.819,0.016,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.283,Z,,10.259,,IY CEP,AAVSO,STD,0,,,
2456916.81968,10.876,0.021,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.282,Z,,9.914,,IY CEP,AAVSO,STD,0,,,
2456916.82168,12.580,0.027,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.279,Z,,10.417,,IY CEP,AAVSO,STD,0,,,
2456916.82234,11.797,0.016,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.278,Z,,10.250,,IY CEP,AAVSO,STD,0,,,
2456916.82294,10.834,0.019,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.277,Z,,9.903,,IY CEP,AAVSO,STD,0,,,
2456916.82494,12.593,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.274,Z,,10.384,,IY CEP,AAVSO,STD,0,,,
2456916.82560,11.821,0.017,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.273,Z,,10.278,,IY CEP,AAVSO,STD,0,,,
2456916.82620,10.945,0.022,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.272,Z,,9.962,,IY CEP,AAVSO,STD,0,,,
2456917.78633,12.784,0.034,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.351,Z,,16.275,,IY CEP,AAVSO,STD,0,,,
2456917.78699,11.945,0.020,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.349,Z,,10.222,,IY CEP,AAVSO,STD,0,,,
2456917.78759,10.997,0.024,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.348,Z,,10.005,,IY CEP,AAVSO,STD,0,,,
2456917.78959,12.892,0.044,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.342,Z,,10.400,,IY CEP,AAVSO,STD,0,,,
2456917.79025,11.902,0.020,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.340,Z,,10.283,,IY CEP,AAVSO,STD,0,,,
2456917.79086,10.867,0.029,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.339,Z,,9.930,,IY CEP,AAVSO,STD,0,,,
2456917.79285,12.864,0.045,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.333,Z,,10.387,,IY CEP,AAVSO,STD,0,,,
2456917.79352,11.824,0.020,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.332,Z,,10.142,,IY CEP,AAVSO,STD,0,,,
2456917.79412,11.156,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.330,Z,,10.027,,IY CEP,AAVSO,STD,0,,,
2456920.91573,11.887,0.025,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.311,Z,,10.346,,IY CEP,AAVSO,STD,0,,,
2456920.91633,11.305,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.313,Z,,9.992,,IY CEP,AAVSO,STD,0,,,
2456920.91898,12.186,0.030,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.320,Z,,14.670,,IY CEP,AAVSO,STD,0,,,
2456920.92222,12.023,0.042,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.327,Z,,10.287,,IY CEP,AAVSO,STD,0,,,
2456922.83104,12.643,0.030,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.243,Z,,10.444,,IY CEP,AAVSO,STD,0,,,
2456922.83171,11.792,0.018,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.243,Z,,10.150,,IY CEP,AAVSO,STD,0,,,
2456922.83233,10.941,0.022,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.243,Z,,9.924,,IY CEP,AAVSO,STD,0,,,
2456922.83431,12.639,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.240,Z,,10.393,,IY CEP,AAVSO,STD,0,,,
2456922.83497,11.853,0.017,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.240,Z,,10.234,,IY CEP,AAVSO,STD,0,,,
2456922.83558,10.964,0.021,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.240,Z,,9.993,,IY CEP,AAVSO,STD,0,,,
2456922.83758,12.736,0.036,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.239,Z,,10.401,,IY CEP,AAVSO,STD,0,,,
2456922.83824,11.858,0.015,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.238,Z,,10.224,,IY CEP,AAVSO,STD,0,,,
2456922.83884,10.883,0.021,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.238,Z,,9.881,,IY CEP,AAVSO,STD,0,,,
2456924.76524,12.975,0.032,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.351,Z,,10.371,,IY CEP,AAVSO,STD,0,,,
2456924.76591,12.106,0.021,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.349,Z,,10.278,,IY CEP,AAVSO,STD,0,,,
2456924.76652,11.141,0.021,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.347,Z,,10.007,,IY CEP,AAVSO,STD,0,,,
2456924.76850,13.001,0.037,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.341,Z,,10.311,,IY CEP,AAVSO,STD,0,,,
2456924.76917,12.091,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.339,Z,,10.257,,IY CEP,AAVSO,STD,0,,,
2456924.76977,11.215,0.028,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.337,Z,,10.009,,IY CEP,AAVSO,STD,0,,,
2456924.77176,12.997,0.034,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.332,Z,,17.236,,IY CEP,AAVSO,STD,0,,,
2456924.77243,12.108,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.330,Z,,10.233,,IY CEP,AAVSO,STD,0,,,
2456924.77303,11.307,0.027,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.328,Z,,9.967,,IY CEP,AAVSO,STD,0,,,
2456925.78701,13.120,0.042,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.290,Z,,15.658,,IY CEP,AAVSO,STD,0,,,
2456925.78769,12.232,0.023,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.289,Z,,10.242,,IY CEP,AAVSO,STD,0,,,
2456925.78829,11.264,0.027,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.288,Z,,10.041,,IY CEP,AAVSO,STD,0,,,
2456925.79027,13.187,0.047,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.283,Z,,10.356,,IY CEP,AAVSO,STD,0,,,
2456925.79093,12.235,0.023,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.282,Z,,10.229,,IY CEP,AAVSO,STD,0,,,
2456925.79154,11.346,0.031,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.281,Z,,9.898,,IY CEP,AAVSO,STD,0,,,
2456925.79353,13.120,0.045,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.277,Z,,10.375,,IY CEP,AAVSO,STD,0,,,
2456925.79418,12.233,0.024,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.276,Z,,17.372,,IY CEP,AAVSO,STD,0,,,
2456925.79478,11.317,0.031,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.275,Z,,9.976,,IY CEP,AAVSO,STD,0,,,
2456926.77780,12.898,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.304,Z,,10.423,,IY CEP,AAVSO,STD,0,,,
2456926.77846,12.005,0.018,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.303,Z,,10.200,,IY CEP,AAVSO,STD,0,,,
2456926.77907,11.213,0.024,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.301,Z,,9.966,,IY CEP,AAVSO,STD,0,,,
2456926.78172,12.039,0.026,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.295,Z,,10.169,,IY CEP,AAVSO,STD,0,,,
2456929.80103,12.918,0.053,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.254,Z,,10.370,,IY CEP,AAVSO,STD,0,,,
2456929.80169,12.036,0.027,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.253,Z,,10.260,,IY CEP,AAVSO,STD,0,,,
2456929.80229,11.151,0.037,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.253,Z,,10.044,,IY CEP,AAVSO,STD,0,,,
2456929.80429,12.820,0.033,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.250,Z,,10.375,,IY CEP,AAVSO,STD,0,,,
2456929.80495,12.217,0.022,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.249,Z,,10.182,,IY CEP,AAVSO,STD,0,,,
2456929.80556,11.094,0.031,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.249,Z,,9.951,,IY CEP,AAVSO,STD,0,,,
2456929.80822,11.362,0.051,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.247,Z,,10.451,,IY CEP,AAVSO,STD,0,,,
2456932.88785,10.900,0.009,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.314,Z,,10.375,,IY CEP,AAVSO,STD,0,,,
2456932.88911,11.061,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.317,Z,,10.019,,IY CEP,AAVSO,STD,0,,,
2456932.89109,12.555,0.026,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.322,Z,,10.323,,IY CEP,AAVSO,STD,0,,,
2456932.89235,11.170,0.026,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.325,Z,,10.070,,IY CEP,AAVSO,STD,0,,,
2456932.89433,12.689,0.030,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.330,Z,,10.461,,IY CEP,AAVSO,STD,0,,,
2456937.83073,12.150,0.052,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.259,Z,,10.180,,IY CEP,AAVSO,STD,0,,,
2456937.83133,11.289,0.048,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.259,Z,,10.132,,IY CEP,AAVSO,STD,0,,,
2456937.83332,10.880,0.020,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.262,Z,,10.462,,IY CEP,AAVSO,STD,0,,,
2456937.83398,12.217,0.050,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.263,Z,,10.218,,IY CEP,AAVSO,STD,0,,,
2456937.83723,12.287,0.045,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.266,Z,,10.209,,IY CEP,AAVSO,STD,0,,,
2456941.80071,12.058,0.039,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.232,Z,,10.253,,IY CEP,AAVSO,STD,0,,,
2456941.80131,11.176,0.032,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.232,Z,,10.027,,IY CEP,AAVSO,STD,0,,,
2456941.80330,13.022,0.046,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.232,Z,,10.407,,IY CEP,AAVSO,STD,0,,,
2456941.80396,12.132,0.024,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.232,Z,,10.272,,IY CEP,AAVSO,STD,0,,,
2456944.73075,12.517,0.049,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.295,Z,,10.352,,IY CEP,AAVSO,STD,0,,,
2456944.73142,11.660,0.030,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.294,Z,,10.217,,IY CEP,AAVSO,STD,0,,,
2456944.73466,11.758,0.050,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.286,Z,,10.150,,IY CEP,AAVSO,STD,0,,,
2456944.73727,12.424,0.043,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.281,Z,,10.376,,IY CEP,AAVSO,STD,0,,,
2456944.73793,11.819,0.024,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.280,Z,,10.258,,IY CEP,AAVSO,STD,0,,,
2456950.86402,12.651,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.380,Z,,10.373,,IY CEP,AAVSO,STD,0,,,
2456950.86468,11.843,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.382,Z,,10.301,,IY CEP,AAVSO,STD,0,,,
2456950.86528,11.030,0.030,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.384,Z,,10.053,,IY CEP,AAVSO,STD,0,,,
2456950.86726,10.899,0.009,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.392,Z,,10.426,,IY CEP,AAVSO,STD,0,,,
2456950.86792,11.859,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.394,Z,,10.248,,IY CEP,AAVSO,STD,0,,,
2456950.86852,11.064,0.027,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.396,Z,,10.076,,IY CEP,AAVSO,STD,0,,,
2456950.87051,12.611,0.047,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.404,Z,,10.475,,IY CEP,AAVSO,STD,0,,,
2456950.87117,11.948,0.040,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.406,Z,,10.196,,IY CEP,AAVSO,STD,0,,,
2456954.72168,13.130,0.043,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.275,Z,,10.384,,IY CEP,AAVSO,STD,0,,,
2456954.72234,12.237,0.023,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.275,Z,,10.208,,IY CEP,AAVSO,STD,0,,,
2456954.72294,11.362,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.274,Z,,10.024,,IY CEP,AAVSO,STD,0,,,
2456954.72493,13.053,0.047,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.272,Z,,10.371,,IY CEP,AAVSO,STD,0,,,
2456954.72559,12.149,0.020,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.271,Z,,10.251,,IY CEP,AAVSO,STD,0,,,
2456954.72619,11.280,0.024,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.270,Z,,9.931,,IY CEP,AAVSO,STD,0,,,
2456954.72819,13.112,0.042,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.268,Z,,10.360,,IY CEP,AAVSO,STD,0,,,
2456954.72884,12.183,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.267,Z,,10.237,,IY CEP,AAVSO,STD,0,,,
2456954.72946,11.249,0.026,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.266,Z,,9.976,,IY CEP,AAVSO,STD,0,,,
2456955.81310,12.554,0.029,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.291,Z,,10.420,,IY CEP,AAVSO,STD,0,,,
2456955.81396,11.741,0.017,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.295,Z,,10.224,,IY CEP,AAVSO,STD,0,,,
2456955.81456,11.037,0.023,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.296,Z,,10.028,,IY CEP,AAVSO,STD,0,,,
2456955.81655,12.553,0.026,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.300,Z,,10.428,,IY CEP,AAVSO,STD,0,,,
2456955.81782,11.035,0.032,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.303,Z,,10.040,,IY CEP,AAVSO,STD,0,,,
2456955.81980,12.527,0.037,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.307,Z,,10.417,,IY CEP,AAVSO,STD,0,,,
2456955.82047,11.702,0.028,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.308,Z,,10.203,,IY CEP,AAVSO,STD,0,,,
2456957.85576,12.881,0.040,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.419,Z,,10.380,,IY CEP,AAVSO,STD,0,,,
2456957.85642,11.941,0.025,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.421,Z,,10.207,,IY CEP,AAVSO,STD,0,,,
2456957.85703,11.171,0.025,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.423,Z,,10.082,,IY CEP,AAVSO,STD,0,,,
2456957.85902,12.856,0.037,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.432,Z,,10.411,,IY CEP,AAVSO,STD,0,,,
2456957.85969,11.994,0.019,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.434,Z,,18.515,,IY CEP,AAVSO,STD,0,,,
2456957.86028,11.165,0.026,,I,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.437,Z,,10.132,,IY CEP,AAVSO,STD,0,,,
2456957.86227,12.892,0.042,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.446,Z,,10.358,,IY CEP,AAVSO,STD,0,,,
2456957.86293,11.979,0.023,,R,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.448,Z,,10.274,,IY CEP,AAVSO,STD,0,,,
2456959.72499,13.167,0.050,,V,SBL,,ENSEMBLE,000-BCQ-031,141122,,0,1.252,Z,,10.401,,IY CEP,AAVSO,STD,0,,,
